Temperatura,Personas,Electrodomesticos,Consumo_kWh
10.050671122806843,2.0,12.0,25.272442655006586
20.33363006995019,2.0,10.0,37.41710608459498
21.89279866533224,2.9822105263157894,9.0,47.496150686951935
11.860695920641088,2.0,17.0,40.54150663508829
22.65708152533253,2.9822105263157894,18.0,61.34778356257426
30.01617055491182,3.0,10.0,49.66705180808383
13.178431787006753,3.0,15.0,39.63563058649825
24.8325196258153,2.0,12.0,42.2145983724262
24.743940370775743,5.0,20.0,69.1903648853714
18.92432510048974,4.0,12.497894736842106,59.19706518586254
23.617728194455267,3.0,6.0,34.88120428367297
16.48403267646596,4.0,12.497894736842106,38.19817989878228
24.25297981346341,5.0,17.0,59.23102757970637
30.08726014253631,5.0,10.0,50.83775187032612
21.89279866533224,1.0,8.0,33.650244392393525
18.88256808831505,3.0,20.0,55.72417570153156
11.925959266724156,3.0,5.0,28.25197175851156
31.354469872422168,3.0,18.0,61.1289771489658
31.365990477523987,5.0,10.0,56.956957448487856
19.49272012673982,2.0,19.0,46.5156969805516
22.450469718008527,2.0,7.0,34.96909508434034
21.530277094000816,1.0,10.0,29.7730184051844
28.8024241118786,2.0,9.0,40.031033779371526
14.150787293774885,2.0,5.0,23.18279003685334
25.382015775889965,1.0,6.0,35.27874013690526
10.720566945179076,5.0,11.0,37.74818384320552
18.27093601262724,3.0,15.0,48.84993565733378
28.533916202213632,2.0,6.0,37.51332629922264
24.746550416481604,1.0,17.0,53.656124174055
18.93909691496533,4.0,8.0,34.59459957563247
18.31578943618628,4.0,13.0,41.27643112517924
16.023201289023454,1.0,18.0,37.897327937516366
30.410227382440823,5.0,10.0,51.124030974001
27.32711397957773,5.0,12.497894736842106,60.058308468314834
18.97218197795385,3.0,14.0,45.59710335019056
15.332229344044084,1.0,19.0,41.67772863572964
24.480288690279224,3.0,14.0,53.6173654082066
22.06596907149093,3.0,17.0,49.22516523515308
19.573949738238703,2.0,18.0,51.26522439606682
22.57915438535065,1.0,15.0,43.43886030315136
25.32547608235028,4.0,10.0,49.49577446199133
21.867218524240343,5.0,20.0,62.94433860902838
25.11609638128493,4.0,13.0,47.87321148846752
21.98129290055968,4.0,17.0,53.33367243353577
23.35984632454371,2.0,14.0,39.16256139796658
19.29180611127634,1.0,12.497894736842106,45.03701894466308
25.968968817638093,4.0,17.0,60.78150762701915
22.780064367119373,2.9822105263157894,8.0,51.62482746443828
20.47701207718941,3.0,12.497894736842106,53.88682049019948
22.94927845628426,5.0,11.0,47.94357824664111
21.89279866533224,2.0,13.0,41.68708177514559
21.048208815813965,2.0,13.0,40.8466503748498
24.62692019825613,4.0,10.0,50.96385667971338
26.36529369477202,3.0,18.0,52.40876448817798
13.845190668700525,3.0,6.0,30.87565455433659
21.049734407967893,3.0,18.0,53.15864745897405
22.40645170839817,5.0,9.0,45.35287814666162
16.40078906583494,3.0,13.0,41.767704981215246
24.186787709684832,1.0,17.0,44.51599123900785
20.805383562605133,5.0,5.0,40.048189989785726
19.31300262610009,1.0,11.0,34.34776239689355
13.15572324644077,2.0,20.0,44.713154753767
14.780843342242902,4.0,10.0,39.56213197210317
30.965015266876478,3.0,9.0,42.19335579277625
21.89279866533224,2.9822105263157894,6.0,31.98231172542241
11.513768159331873,2.0,17.0,43.31719518337346
28.1945956406449,3.0,14.0,56.57569532165452
27.85898052330677,4.0,9.0,47.41093647565689
18.8570960533371,3.0,12.497894736842106,57.49793004562645
26.318700388723087,4.0,16.0,60.314227106451526
23.748332611473465,2.0,17.0,53.65498578342472
15.757481967890207,3.0,14.0,48.65662664132294
20.234036926228377,2.0,14.0,40.120020216889365
17.61179897213183,2.0,5.0,23.48354672003287
27.972906183558614,5.0,20.0,63.73961032002906
19.998265549254736,2.0,5.0,30.75659874031085
26.431921457444695,5.0,12.0,53.56564728999999
21.89279866533224,4.0,12.497894736842106,52.41001833153121
25.259974194305823,1.0,10.0,37.64344469219339
24.844301088699897,2.0,7.0,37.86649164943826
12.48242447341092,1.0,20.0,44.08532871485687
20.781885850845903,5.0,19.0,60.65853936036039
25.679831183095168,3.0,16.0,59.33155682074636
20.325338561101177,3.0,6.0,31.76908613954051
29.61195234188091,4.0,6.0,44.098364471397375
28.54408849238148,4.0,18.0,58.82491419749704
18.15617007759511,2.0,12.497894736842106,49.08303943541243
22.945754777619577,2.0,9.0,38.89701201391698
24.86474876826515,5.0,19.0,66.76668846805988
21.89279866533224,5.0,18.0,58.91702309377337
30.45293349217489,2.0,20.0,58.21398940579351
26.10314604374342,4.0,6.0,44.904060523957966
22.547847590031093,1.0,12.0,42.02771821217563
18.195048235820785,4.0,8.0,39.93986546998566
17.828612718758492,3.0,12.0,45.78159721061492
18.388843297283856,5.0,12.497894736842106,51.63823120868859
26.05150364570823,5.0,16.0,63.321957265688205
17.78235679232362,2.0,15.0,43.30401149745895
26.58684324254832,2.9822105263157894,19.0,62.28789240985608
33.773736958508906,4.0,7.0,48.192513543900574
15.377259884931544,4.0,12.497894736842106,43.582778435664096
18.890399079091004,1.0,7.0,29.244501268860915
27.69068096266065,5.0,8.0,48.02109940937363
23.512710391107188,4.0,11.0,46.931931531148166
17.742321802458047,2.0,12.0,39.86306163670426
21.76775139401376,2.0,19.0,46.39144120542301
21.878637303041383,4.0,11.0,49.79836005583959
25.776879933125397,3.0,14.0,48.31397433358213
21.369469823287947,2.0,14.0,43.17430743569831
23.83657433914689,5.0,5.0,42.721646876643845
20.94097812612951,2.0,8.0,31.922161685514343
14.672491322227186,5.0,18.0,53.79693944292983
15.47069500278149,3.0,10.0,36.13710280205735
28.155436886172964,3.0,12.497894736842106,60.60747470975549
19.636595055409146,2.0,9.0,34.00391034798794
22.194784185883066,2.0,11.0,36.77906212849203
23.949648067894195,2.0,9.0,37.930070082794096
28.8798678314306,4.0,14.0,58.57516013809628
22.26511790495753,3.0,12.497894736842106,41.205314720268056
26.05975079115064,4.0,9.0,43.51201022610758
24.651994292613992,5.0,5.0,41.122101276977695
23.39309770388188,5.0,11.0,49.120425778681735
16.55052842726721,2.9822105263157894,17.0,45.14830358746124
21.89279866533224,4.0,12.0,47.22886814934684
26.742126269592312,4.0,19.0,59.03825923238247
20.51246220502957,3.0,11.0,41.12887943800003
20.330072051997902,5.0,6.0,39.908304728697615
20.68031142941001,5.0,5.0,33.77359026718074
21.89279866533224,5.0,17.0,52.185071181294894
23.05565599639172,1.0,16.0,47.54834174675438
17.638721786656134,4.0,19.0,49.54609422343998
15.687444922331297,4.0,15.0,46.66402610327635
25.64729801468616,3.0,15.0,50.4463743417547
26.142802025306384,4.0,15.0,55.55986409575532
21.721080560374897,3.0,20.0,54.09688100491207
17.039685160979417,4.0,15.0,53.68476908357374
26.967399579414245,1.0,7.0,32.47430976485076
24.14452183653569,2.9822105263157894,14.0,54.124167457663305
14.152804528895652,1.0,16.0,40.77996567515235
17.263306049585513,4.0,12.497894736842106,32.79760013477048
14.753215026892482,2.0,13.0,34.81054648923181
11.658446122222902,2.0,9.0,25.367098380584004
28.30049084923545,1.0,12.0,37.18797343055802
29.075622492865943,1.0,15.0,57.51541031678005
11.283124788575988,1.0,15.0,35.87233547164745
24.56102987180213,4.0,18.0,58.48284683517935
20.98558256677276,1.0,13.0,41.73093795610588
23.06942949870933,5.0,14.0,55.72897894895871
25.81489802450605,3.0,11.0,46.87330750203306
25.93314716660833,2.0,17.0,51.802304835135565
21.692115296866756,4.0,12.0,44.82372597595345
21.89279866533224,3.0,11.0,41.92850637782273
24.81211152665287,5.0,18.0,62.968035964620974
30.498864416418492,4.0,12.0,55.18475464958686
15.233172413321237,1.0,19.0,43.4628029606517
17.862424986867886,1.0,13.0,34.666694717182104
20.706475423470422,3.0,13.0,44.96845998822582
17.30490197597986,2.9822105263157894,6.0,37.83125810999323
19.595721189875903,5.0,18.0,56.26715886746887
26.10504760636485,3.0,12.497894736842106,50.424532891309546
23.518786019776257,5.0,17.0,59.150336861384886
20.748016032998123,1.0,11.0,38.93201584386196
21.48005768435045,2.0,16.0,46.31977952886569
17.846035692499676,4.0,11.0,44.61789736725245
21.89279866533224,2.0,12.0,44.78157030922932
19.00459299396201,1.0,10.0,29.22238054250936
16.081550142426558,2.9822105263157894,6.0,35.115645261765216
18.8209755284575,1.0,5.0,23.33741080921438
21.483045063169303,3.0,18.0,54.802095007785205
28.924675051988583,5.0,14.0,60.23941043919297
21.29142256122694,2.0,12.497894736842106,31.855123071183943
19.375395733876687,1.0,14.0,37.992961530059766
21.89279866533224,4.0,9.0,51.66729184389587
28.047454893099427,2.0,18.0,58.01973456388126
23.884696208497125,1.0,20.0,53.09619827805448
24.81102606077833,5.0,12.0,50.25287662743078
15.914381388055428,3.0,17.0,47.39101575239658
23.30243149056747,1.0,6.0,23.9523481706596
19.069433284305884,5.0,15.0,54.785038523826806
15.86558172429422,2.0,6.0,26.40385351474663
23.26817462471952,5.0,10.0,51.52659863233018
20.509466833801618,4.0,12.497894736842106,63.88213781028979
26.264021204747596,3.0,5.0,36.1626393268244
10.22821359798832,3.0,12.0,33.37991990736086
22.684660104206277,3.0,17.0,49.83733356181831
13.41627573052537,1.0,19.0,43.11950575141961
12.71217105014414,3.0,12.497894736842106,40.20869321719583
21.00724526947372,5.0,18.0,61.08457475207503
18.66135792940667,2.0,13.0,38.76987784992702
9.687799759151662,4.0,19.0,47.03115187952304
20.4320697650251,1.0,10.0,36.06515087262137
21.797117240638272,1.0,13.0,44.80927718900937
27.03493353034554,1.0,5.0,30.550184649870054
25.99174706968404,5.0,12.497894736842106,57.17393876134524
20.684713707355044,4.0,12.0,47.22346097112652
13.290128967529018,1.0,18.0,39.81260404442377
19.95424994850569,2.0,20.0,48.8470791249285
23.100828955774297,3.0,7.0,42.28019182683399
24.33571842398876,3.0,11.0,46.74876961653864
25.695741191342343,2.0,6.0,37.30311968819708
21.874094037869146,1.0,14.0,37.75915104367367
23.14032049281351,3.0,9.0,43.99289695748382
21.89279866533224,4.0,15.0,46.04855180171692
19.53248690031076,5.0,19.0,58.01443917635079
23.943168203757477,2.0,15.0,51.16852091591453
25.83714930457965,1.0,5.0,30.612220699556214
15.395973527604903,4.0,13.0,45.35011467794232
19.08889708691552,4.0,15.0,49.29440289112399
20.29456389440884,2.0,6.0,31.581264710491272
24.62919651003061,5.0,7.0,41.48926065983131
21.526627500905576,5.0,8.0,39.42425038748562
21.89279866533224,1.0,15.0,48.56817005173451
22.41118883880049,3.0,11.0,41.02208073185337
18.121777172011317,1.0,18.0,37.996730435836206
20.68047930185636,1.0,12.0,37.74478819356945
19.07195912987664,1.0,17.0,44.1426130332773
20.992013798049573,2.0,14.0,46.21498456944725
23.206686394652504,1.0,8.0,34.010490979192284
28.943432170724957,1.0,7.0,34.470502352123965
28.56047376685837,5.0,13.0,55.30109699413699
24.495261745748035,2.0,13.0,44.66761420896111
16.534150475465314,1.0,12.0,32.64382926366302
24.067416561820885,4.0,14.0,53.88807705984923
17.790107722895893,1.0,20.0,46.8446592121507
21.16757156549152,2.0,19.0,46.93024401712621
23.99112435248801,5.0,12.497894736842106,59.19443915019798
21.819786635981277,3.0,16.0,52.99567282636452
19.993752281516915,2.0,5.0,31.66544610933929
20.48747684884265,2.0,12.0,40.9411057743054
26.31739343834702,4.0,15.0,60.10028168880461
13.611257666486903,2.0,9.0,29.527718015279813
19.27993295404388,4.0,5.0,36.00149019737667
16.011188097481902,3.0,7.0,32.40328387730686
20.070570584139737,4.0,13.0,49.11543481905908
12.765046285532096,3.0,13.0,41.94294050887554
19.89152764424277,5.0,20.0,58.91100279160253
25.7573193419178,2.0,15.0,46.01418949851771
17.53038851862344,5.0,18.0,57.435937363277
26.575618154214183,3.0,14.0,52.183254235754994
17.78696430158557,5.0,14.0,43.94589447107577
20.34660562234062,4.0,9.0,42.42150446994442
15.445710436825784,3.0,7.0,29.456058715213484
23.88801599917064,2.0,12.497894736842106,47.79031341792575
23.610402693042303,1.0,16.0,45.87646636389558
21.98007801571696,3.0,15.0,52.4959957498866
25.789574351345912,1.0,15.0,48.2236958431029
18.92678634361325,2.0,13.0,31.63980476439777
30.25551605770009,4.0,15.0,62.77948491745504
22.147622230231782,5.0,12.0,50.01206457831688
21.070661601218085,1.0,8.0,37.69498192193429
15.446892589544806,5.0,17.0,55.64770900301839
16.089559052771456,4.0,18.0,48.95287662010574
29.4073461843869,3.0,5.0,40.64221314966214
23.91349827447255,3.0,17.0,48.72041524425849
26.37143316716658,1.0,15.0,46.4677005491541
33.213948835606665,3.0,5.0,39.10437624557724
25.05252971849612,5.0,5.0,45.08359272615986
25.92542523152187,3.0,20.0,58.55090006739762
18.25427694860392,5.0,19.0,55.67579663003918
27.568039123736543,4.0,13.0,50.65015026563336
25.031796641079847,3.0,9.0,41.586111821058566
27.581778874371963,1.0,5.0,34.41775972689238
17.7072077402974,3.0,13.0,42.62180913036793
21.89279866533224,3.0,15.0,44.86292485009616
23.50904626319869,1.0,11.0,40.49979526681673
25.65035130249869,2.9822105263157894,5.0,30.63323765492117
22.208533593817677,5.0,9.0,47.38182453218212
20.01343386524281,3.0,10.0,43.27457751186359
20.116937788504654,1.0,16.0,48.13632354545817
19.805223853328503,4.0,16.0,53.24934661773995
14.919805394966469,1.0,17.0,37.63513024809133
21.89279866533224,4.0,19.0,55.90984653728991
24.8402620178624,3.0,12.497894736842106,37.94100629789716
21.74083142320311,2.0,10.0,37.15039046491013
19.304729947925697,3.0,6.0,34.62022328303801
19.67239464165551,3.0,17.0,53.41741264626226
23.82801437573252,2.0,7.0,39.40717036968772
25.47807867361214,2.0,20.0,49.42374264499029
14.19202615332581,2.0,9.0,31.371559897038523
32.46069133259521,3.0,13.0,57.69187850570725
23.55537764555576,5.0,6.0,44.66336492817064
21.52456491091685,2.0,11.0,36.381067044659154
16.220155941413832,3.0,16.0,49.57207502776963
17.915313429365156,3.0,7.0,34.32726358843101
25.39807045648011,2.9822105263157894,16.0,49.33974630655836
23.65428079738637,2.0,11.0,38.511096784066254
12.325568706873003,2.0,20.0,50.17147898533796
16.92646401995534,2.9822105263157894,17.0,46.52228048618272
20.535155165830247,3.0,14.0,45.29699652128883
16.543121550047793,4.0,8.0,36.3030286544656
30.52639527233956,1.0,12.497894736842106,45.77944651273242
27.062370145995256,3.0,9.0,45.18658362269968
19.16535565621876,4.0,14.0,48.11230165298997
13.64391855925518,3.0,20.0,46.09274733140792
21.987296792155608,5.0,19.0,61.14486242278837
19.46209371662403,5.0,12.497894736842106,42.367082732570495
19.08384958581462,1.0,11.0,35.282149366798286
15.550643460790209,1.0,18.0,41.452374133260754
24.68230336701397,1.0,20.0,46.87121886701318
26.97738231137569,2.0,16.0,50.49778089245387
25.36798240879468,2.0,20.0,53.46141954350544
19.26047242555377,3.0,13.0,45.42618959069298
22.006914939736696,3.0,19.0,49.635747317709445
18.059242801141234,1.0,11.0,37.920134291089965
16.46853296358077,4.0,8.0,37.03026425859783
24.625228076103816,2.0,19.0,57.68946487405846
23.032494880071045,4.0,20.0,63.17669585883157
21.18732586917926,2.9822105263157894,12.0,54.67707566031275
24.97938469962351,3.0,18.0,49.57452588885735
16.683195292588664,2.9822105263157894,9.0,36.625123277301554
22.17326917046301,2.0,13.0,46.14680268543562
24.464874133787845,4.0,18.0,63.164731878829656
20.95172805652749,2.0,14.0,50.55941682676711
22.118513301968413,1.0,12.0,36.2462057221724
21.241012872953576,3.0,18.0,49.355133239796274
19.33010850216236,5.0,10.0,48.86043776979684
21.89279866533224,4.0,12.497894736842106,57.03741668917028
21.89279866533224,1.0,11.0,33.51599675844947
22.586727007672994,2.0,18.0,50.56710348210157
21.557476973959,4.0,8.0,36.58625981688946
17.51318539489494,5.0,7.0,36.677767842021446
21.89279866533224,2.0,13.0,50.021579284452166
27.009047755567387,3.0,10.0,51.34802032689298
10.409412160041088,3.0,18.0,45.36305523279427
21.2742583475114,4.0,13.0,48.6352705392066
28.088027897135994,5.0,8.0,49.70601222248448
21.451944189230822,1.0,12.0,40.05936066955274
26.374586174033308,2.9822105263157894,5.0,40.66582542181411
17.956192562042677,4.0,19.0,50.20168462860299
23.74102320574818,2.0,20.0,53.83849418316016
20.99998844286618,3.0,9.0,30.47011434138102
27.806346316122543,1.0,5.0,32.38317104772458
9.729151070022091,1.0,5.0,19.97389223483545
19.82175909505348,3.0,13.0,40.2753500183854
16.085653662146626,2.0,12.0,36.220431917593984
20.82646638477556,4.0,13.0,49.07027510710431
23.57727901318098,2.9822105263157894,8.0,34.35285955089816
21.89279866533224,5.0,10.0,48.66842970648095
21.207418053464547,4.0,19.0,55.536603239142
25.875545421235003,2.0,6.0,35.304786969193565
17.789418448058644,3.0,11.0,37.33016166295205
25.974857478565944,3.0,20.0,54.67769111029851
22.023950157800925,3.0,8.0,37.6315893748668
15.518865487837576,4.0,14.0,50.95181143217706
22.756865923760785,3.0,13.0,48.79582994005723
22.14779635245405,3.0,8.0,44.60645749380814
15.694350812983553,3.0,18.0,44.65199014509836
21.58505399541276,5.0,15.0,54.935784899271496
31.74765127697226,4.0,20.0,70.85037422129619
30.994971662283696,5.0,19.0,66.9530217187698
17.18983992648205,2.0,20.0,47.155336800167134
20.702970399045288,4.0,11.0,41.79089809306929
19.03138134441313,2.0,12.0,40.888031585460105
14.471289812343374,1.0,10.0,33.39006685819264
14.281752259685623,4.0,13.0,40.624470298928486
20.893642462271558,1.0,6.0,33.45806066181328
27.573308376327297,3.0,12.497894736842106,62.694417000888656
26.05660606510822,2.9822105263157894,20.0,61.29740461989135
27.647441608847423,3.0,10.0,46.39862518482744
31.07837665295648,3.0,7.0,42.9209812676125
18.252259922341956,4.0,16.0,49.67264569594947
20.384185001435288,1.0,12.0,35.932630006214204
13.767988436256774,2.0,10.0,34.82024543004136
21.89279866533224,1.0,9.0,31.644261460919196
23.245080271762145,4.0,5.0,43.95987613534692
27.01929434074164,2.0,16.0,52.08756895029626
15.807789222761816,2.0,20.0,47.82520877103413
18.11406079176117,3.0,16.0,52.45031537378263
20.3168903656857,3.0,16.0,53.64668493780733
20.104418999193893,4.0,7.0,35.35944133943211
13.461525711056533,5.0,13.0,49.959863056455546
24.04581380857203,2.0,5.0,33.88749076721564
19.426210736566283,2.0,19.0,47.23196832160608
19.40668553131865,1.0,13.0,41.27600130796286
17.91981171537637,4.0,7.0,39.39014665770007
18.278188803295414,4.0,11.0,40.24564734949068
20.527412883837684,1.0,18.0,44.511234537283066
27.381925635184253,3.0,8.0,42.22981694320679
20.96986308042539,2.0,5.0,22.82718223859812
23.36651606903648,4.0,6.0,41.82502081153
21.471611312855035,5.0,6.0,45.87847189818319
14.24637274733264,3.0,15.0,42.83214844798138
21.89279866533224,4.0,11.0,38.370990184623246
17.65241094396501,5.0,5.0,37.2194063898709
20.243434268562854,1.0,18.0,48.83013860391432
17.862503727600682,5.0,10.0,45.41738043465767
14.959640728822704,2.0,11.0,40.27188291350327
28.03346707833977,3.0,12.0,48.75891423724751
34.81478854507473,3.0,16.0,63.789167383897336
28.167740287904817,3.0,17.0,48.39470732766062
15.306658574130925,4.0,5.0,29.763408605136004
19.182168734597525,5.0,18.0,49.63580322086654
23.070947433914448,3.0,17.0,52.27595702789474
15.781136964285809,4.0,7.0,39.20785643125189
20.41140668266403,5.0,17.0,54.50194389578222
22.907282774710996,5.0,14.0,56.0772087956929
30.579230173540097,5.0,15.0,62.78227040277389
13.595252531815628,5.0,19.0,55.51136774243482
21.911997181691767,5.0,5.0,41.374089230492366
15.763251788831363,1.0,13.0,37.758568717285705
10.257946766911513,1.0,12.0,24.04733554964749
24.669524716847512,2.9822105263157894,5.0,33.9157865363535
11.994819090402505,5.0,5.0,38.433022408406586
19.747095512064654,4.0,14.0,45.9320429880444
25.261218464695705,5.0,14.0,55.391174812063646
22.3101501350669,2.0,17.0,48.74217259170815
19.99079354130731,2.0,18.0,48.41873413611373
26.77578043292752,4.0,10.0,54.0590195727512
19.19843734578614,1.0,19.0,44.04092072007568
18.150033070258917,2.9822105263157894,8.0,39.660443542534985
28.0556650599275,5.0,6.0,43.02990718031332
22.144318977319195,4.0,19.0,61.777043404786816
17.705174639733123,3.0,20.0,53.92893943486016
15.704343626733564,5.0,15.0,52.889760810300906
19.000368354657677,3.0,20.0,51.74258046267729
26.90100397544366,5.0,12.0,58.538172570003695
18.94232601570459,4.0,7.0,41.78820601821148
21.89279866533224,2.0,19.0,48.7921410201125
28.800315446352315,2.0,16.0,47.27267034815851
28.723124103963897,1.0,20.0,57.527858233749946
27.754918374950638,1.0,9.0,40.67994425031229
9.072377514697909,5.0,13.0,42.85426364418081
24.596438668436303,5.0,12.0,59.21527906246662
14.87427947896828,1.0,10.0,28.11355581249557
18.08880033743424,4.0,5.0,31.83757634551168
18.875397527020137,5.0,15.0,52.63430320691752
18.248748624797468,1.0,8.0,24.92431062851681
21.47721165156831,5.0,20.0,58.46859109280285
19.371754915040665,1.0,12.497894736842106,31.233123701162093
30.60773004119713,4.0,14.0,59.43335590820353
20.289517230212155,1.0,7.0,26.689619720014548
16.44440438782372,5.0,18.0,52.27170945192292
22.37797223500556,5.0,14.0,46.76860398999249
18.05546687685734,3.0,14.0,41.21178942614013
21.53344254792556,2.0,8.0,33.15272292147933
19.146212992419983,5.0,17.0,59.69277515820842
21.76545258950605,1.0,7.0,27.80512854454493
23.336845266710966,2.0,12.497894736842106,50.155746431194416
26.00155413559389,1.0,10.0,36.99545091160884
28.31484256138213,2.0,11.0,44.61264487186863
25.13439692105917,4.0,14.0,53.08536487709071
21.095536528111893,4.0,15.0,57.468398684468525
21.89279866533224,5.0,12.0,49.29580994662936
16.137719358850106,1.0,9.0,27.44134892108927
28.81623410648504,4.0,13.0,53.09792416416559
19.441470627524826,3.0,17.0,49.69058037676558
22.505718672952327,3.0,18.0,56.25966878635616
25.60541969733261,1.0,5.0,28.84623340961287
29.350573049548977,1.0,17.0,54.49653050386432
24.36301170326504,4.0,12.497894736842106,59.818081065739584
15.58670458096991,2.0,18.0,41.11961791431398
24.325077178000814,5.0,12.497894736842106,58.31089024222472
20.57652788357936,4.0,11.0,52.52259315871953
18.68657742884601,1.0,15.0,37.72539698676063
26.66943209334518,4.0,9.0,50.22942291828456
20.808662113968037,3.0,16.0,46.85552011232926
21.445092536814705,5.0,16.0,53.79135889315772
25.52612524361282,4.0,20.0,63.77699823565209
23.982261042842705,3.0,13.0,51.132633095916965
22.938830442916277,5.0,10.0,48.34260351188424
18.83729367516201,1.0,6.0,28.730222890596387
18.96633884460546,5.0,17.0,55.89490465913588
21.89279866533224,5.0,13.0,49.23413727197376
21.68058215020303,5.0,17.0,55.71779692817824
26.320205556037376,4.0,5.0,41.9059812695119
14.896267582291388,1.0,11.0,35.44568866663878
9.46221968866296,2.9822105263157894,10.0,28.407376520421625
27.639992217634624,4.0,15.0,55.2225240051671
25.415727206266236,1.0,14.0,43.096448023662
18.514077497732444,5.0,13.0,52.55154701211973
19.17186394423236,4.0,7.0,36.84684017600368
